mean,variance,skewness,kurtosis,rolling_mean_7,rolling_std_7,autocorr_lag_1,autocorr_lag_7,autocorr_lag_12,adf_pvalue,linear_trend_slope,seasonality_strength,best_model
107.72360807384696,2587.717731746442,-0.042288787157352126,-1.5149559904341967,191.64057268415178,0.840071013040884,0.999096793676335,0.9943002484031532,0.990184922636084,0.8896863643521747,0.11122724852286646,7.854363732540454,ConstantNaive
67.94345920807956,1424.969330191622,0.09457663039408204,-1.0613883508177309,142.94714573451452,4.83059829729758,0.9977684817062196,0.9853925521869018,0.9743434959297904,0.8190896083643532,0.07402063337510545,10.988843825158487,AverageValueNaive
120.07090255454173,1115.3666528887736,0.25074370123367834,-1.3717541062450314,153.0642852783203,0.7279161778877746,0.996757873164845,0.9784067640831335,0.9641802861336403,0.3108782698490523,0.03981183130553905,12.761852141547072,BasicLinearModel
473.4669854204692,39074.344807300324,-0.023769642456600352,-1.4736390654849514,722.4345790318081,10.519902940342078,0.9986398393915448,0.9895451495232629,0.9803171466556764,0.6754841264785804,0.4217556949565624,208.44171528328883,SectionalMotif
90.50796137178395,967.402201911714,0.2857524575818099,-1.393793983931897,139.24220275878906,1.082857290985103,0.9982752903243265,0.9899390851115539,0.9838066147878421,0.8977735450939196,0.05976410239519467,5.504621048100382,BasicLinearModel
624.9862872013605,14781.09746799941,-0.10099320662638331,-1.364799585246548,821.4420863560268,9.46774653468564,0.9969830896986375,0.9793472969754551,0.966886825008059,0.6219357943718613,0.25325202444129835,163.49906486294176,SectionalMotif
573.6932167604435,52562.232289241,0.2800743881471623,-1.3685986430608301,984.6039254324777,5.200794808562003,0.9990760813595556,0.9934741501255158,0.9885422680736314,0.91858621501635,0.5091074291428973,176.62784465945444,SeasonalNaive
13.221449872213457,22.42180922487147,0.18030764724818568,-1.3497712862712663,17.42647988455636,0.12843792276178387,0.9986373139113291,0.9906109264835492,0.9842844570721061,0.6191875064988348,0.008699621664838423,0.11248083903997454,BasicLinearModel
42.72234348400766,68.3032997711602,-0.3168762197536093,-0.4589089755024469,48.3157719203404,1.974249266554524,0.9921510237814192,0.9549521796717555,0.9251558438881482,0.20918479417756958,-0.007755926786421571,1.6841344300039092,BasicLinearModel
219.47182880842067,5972.366784152655,1.226998388864435,0.44064285841562256,402.7528730119978,4.355602827539743,0.9991788639844837,0.9944454804537455,0.9906607473391391,0.9947725161339954,0.12017858844651969,17.879842917790338,SectionalMotif
1528.0520647604026,304730.07268375915,1.2102969707130815,1.2634375607368487,3426.387381417411,48.246352033074,0.9990627994754188,0.9928032254194432,0.9876859718479437,0.9990391124634262,1.026106866329358,1166.4054637165034,BasicLinearModel
223.54143517597217,4587.814479943838,0.4704394308115539,-0.9002145501672243,352.0692618233817,2.9991083647814634,0.9963722135965112,0.9781490505786917,0.9649784221540411,0.7223540567277121,0.06260492672492768,56.0871945619587,SectionalMotif
205.51099437716152,6854.2058473553825,0.050101095699682296,-1.2481612286691444,367.7774222237723,1.7085474766288564,0.9988752180799773,0.993935633307429,0.9898827768658951,0.926753026561701,0.1785491232040553,22.891816518282788,AverageValueNaive
38.81658575691238,123.78316288306753,0.39503499733169856,-0.3994427209571554,48.971570696149556,0.21475433207580075,0.9952723383239275,0.9678090252046252,0.9471422274936556,0.22116416874211908,0.004243924507374224,2.133782816493009,AverageValueNaive
15.724270085138228,149.41363058837658,1.2326161233665294,0.7254848007561359,49.068519592285156,0.5082617739358685,0.9988041080367688,0.9918397476916685,0.9851759096841803,0.9965038544465177,0.023646501564264125,0.6330062354742682,LastValueNaive
858.0845441180737,79960.12667612177,-0.21120703611836084,-1.4898254993125555,1276.987758091518,12.315446319070126,0.9986242198885482,0.9902424950939887,0.9834726397953908,0.7173366988671199,0.6257549139285242,414.9060663662818,SectionalMotif
361.572136095293,17386.223800700936,0.26504463371544085,-1.269988877413538,619.3957432338169,5.663205815502588,0.9986733486590134,0.9897231386699453,0.9810668541859303,0.9477327222816175,0.26214030361889806,90.05476052744721,BasicLinearModel
2392.4871759408234,491857.94762658817,-0.09602301804743157,-1.5223758634796458,3537.907889229911,13.755951891344333,0.9987056084623425,0.9913887210629023,0.9853202157689867,0.6766652793091518,1.5102141958779978,2209.203305976601,SectionalMotif
145.9815038070527,12880.56304594689,0.17458406816746233,-1.3953570615209727,253.41285269601005,4.836261526675934,0.9981039539815684,0.9867217995128874,0.9753758529889451,0.577036788580571,0.21217402130252305,88.92488767749533,LastValueNaive
168.0675717700904,4033.26983312616,0.6818237411138202,-0.43156749770221925,214.50189862932478,8.313109909521431,0.9988949758081475,0.9911827000134081,0.9834073053556498,0.689526821081476,0.09865643181411529,18.163700077864004,BasicLinearModel
-0.3813816417321304,386.4104992126365,-0.35266138544290454,0.3644183800596412,3.717408097069184,16.593797745424265,0.011531208427039889,-0.009959035891506698,-0.044144592701407685,1.2475857302813332e-16,0.009370437434567438,344.73311854432046,BasicLinearModel
1.804602820586291,402.734052731577,0.19619409172795857,0.5332630510434577,5.404899638299493,13.916435556295179,-0.013769156692045554,0.012055266944192932,0.019125287161340366,7.565383166424749e-23,0.0015305301369847035,351.9587067549772,AverageValueNaive
2.700298633331971,392.37938005333405,0.022043842383984893,-0.4820917626102674,13.593608142875597,21.726089615815848,-0.03976622074123477,0.014850868694256166,0.04988689331362736,2.8512167604573078e-30,0.016964910672206894,325.1999901820886,SeasonalityMotif
