Price,Close
Ticker,INTC
Date,
2018-01-02,39.330387115478516
2018-01-03,37.99559020996094
2018-01-04,37.29880142211914
2018-01-05,37.55904769897461
2018-01-08,37.55904769897461
2018-01-09,36.618812561035156
2018-01-10,35.6785774230957
2018-01-11,36.44252014160156
2018-01-12,36.299800872802734
2018-01-16,36.215850830078125
2018-01-17,37.265235900878906
2018-01-18,37.34076690673828
2018-01-19,37.626197814941406
2018-01-22,38.40693664550781
2018-01-23,38.66718292236328
2018-01-24,38.205448150634766
2018-01-25,38.02916717529297
2018-01-26,42.041954040527344
2018-01-29,41.9580078125
2018-01-30,40.959007263183594
2018-01-31,40.4133415222168
2018-02-01,40.001983642578125
2018-02-02,38.74272918701172
2018-02-05,37.37435531616211
2018-02-06,37.95754623413086
2018-02-07,38.2026481628418
2018-02-08,36.131935119628906
2018-02-09,37.14616012573242
2018-02-12,37.889930725097656
2018-02-13,37.57719802856445
2018-02-14,38.354774475097656
2018-02-15,38.81119155883789
2018-02-16,38.50691223144531
2018-02-20,39.14926528930664
2018-02-21,38.82807540893555
2018-02-22,38.709754943847656
2018-02-23,40.34098434448242
2018-02-26,41.50734329223633
2018-02-27,42.18349838256836
2018-02-28,41.659481048583984
2018-03-01,40.4339485168457
2018-03-02,41.39747619628906
2018-03-05,42.04827117919922
2018-03-06,42.859649658203125
2018-03-07,43.37521743774414
2018-03-08,42.885009765625
2018-03-09,44.11053466796875
2018-03-12,43.544254302978516
2018-03-13,43.76399230957031
2018-03-14,43.83162307739258
2018-03-15,43.003334045410156
2018-03-16,43.248443603515625
2018-03-19,42.96107482910156
2018-03-20,43.569602966308594
2018-03-21,43.578067779541016
2018-03-22,42.96107482910156
2018-03-23,41.71864700317383
2018-03-26,44.35564422607422
2018-03-27,43.265342712402344
2018-03-28,41.921485900878906
2018-03-29,44.01755905151367
2018-04-02,41.346771240234375
2018-04-03,42.04827117919922
2018-04-04,42.25111389160156
2018-04-05,42.58073806762695
2018-04-06,41.23688888549805
2018-04-09,41.87922668457031
2018-04-10,43.33296203613281
2018-04-11,43.18927764892578
2018-04-12,44.55848693847656
2018-04-13,43.83162307739258
2018-04-16,44.288028717041016
2018-04-17,45.25153350830078
2018-04-18,45.31069564819336
2018-04-19,44.13589859008789
2018-04-20,43.55270767211914
2018-04-23,43.18927764892578
2018-04-24,43.48509979248047
2018-04-25,43.42593002319336
2018-04-26,44.837398529052734
2018-04-27,44.56694412231445
2018-04-30,43.6287727355957
2018-05-01,45.074058532714844
2018-05-02,44.21195983886719
2018-05-03,44.18660354614258
2018-05-04,44.866661071777344
2018-05-07,45.33420181274414
2018-05-08,45.5892219543457
2018-05-09,46.1927604675293
2018-05-10,46.73681640625
2018-05-11,46.47328567504883
2018-05-14,46.66880416870117
2018-05-15,45.83573532104492
2018-05-16,46.447784423828125
2018-05-17,46.5922966003418
2018-05-18,45.47870635986328
2018-05-21,46.17576217651367
2018-05-22,46.286277770996094
2018-05-23,46.93232345581055
2018-05-24,46.541290283203125
2018-05-25,47.127838134765625
2018-05-29,47.02583694458008
2018-05-30,47.33186721801758
2018-05-31,46.923828125
2018-06-01,48.52195739746094
2018-06-04,48.30944061279297
2018-06-05,48.05442810058594
2018-06-06,48.47945022583008
2018-06-07,47.50186538696289
