Price,Close
Ticker,BAJFINANCE.NS
Date,
2018-01-01,168.06675720214844
2018-01-02,167.9694061279297
2018-01-03,167.05873107910156
2018-01-04,170.82785034179688
2018-01-05,176.7201690673828
2018-01-08,178.8968963623047
2018-01-09,177.20713806152344
2018-01-10,175.52223205566406
2018-01-11,173.39418029785156
2018-01-12,172.39588928222656
2018-01-15,169.28419494628906
2018-01-16,164.33660888671875
2018-01-17,165.68548583984375
2018-01-18,161.74107360839844
2018-01-19,165.753662109375
2018-01-22,166.18707275390625
2018-01-23,166.4159393310547
2018-01-24,169.38157653808594
2018-01-25,166.57176208496094
2018-01-29,167.05873107910156
2018-01-30,163.46493530273438
2018-01-31,163.411376953125
2018-02-01,168.43687438964844
2018-02-02,158.64398193359375
2018-02-05,156.31138610839844
2018-02-06,161.88230895996094
2018-02-07,159.88572692871094
2018-02-08,161.88230895996094
2018-02-09,159.66659545898438
2018-02-12,160.09515380859375
2018-02-14,162.64195251464844
2018-02-15,163.3334503173828
2018-02-16,163.15814208984375
2018-02-19,159.9879913330078
2018-02-20,159.6033172607422
2018-02-21,155.48353576660156
2018-02-22,155.86338806152344
2018-02-23,159.08221435546875
2018-02-26,163.1289520263672
2018-02-27,161.36123657226562
2018-02-28,159.74937438964844
2018-03-01,161.60958862304688
2018-03-05,159.42803955078125
2018-03-06,159.50588989257812
2018-03-07,157.61648559570312
2018-03-08,158.56117248535156
2018-03-09,161.10801696777344
2018-03-12,162.1842041015625
2018-03-13,163.68894958496094
2018-03-14,166.55227661132812
2018-03-15,168.12518310546875
2018-03-16,164.39015197753906
2018-03-19,158.93125915527344
2018-03-20,161.40992736816406
2018-03-21,166.01181030273438
2018-03-22,165.14012145996094
2018-03-23,164.13693237304688
2018-03-26,169.6201934814453
2018-03-27,172.62477111816406
2018-03-28,172.14756774902344
2018-04-02,177.11947631835938
2018-04-03,178.64369201660156
2018-04-04,180.1970977783203
2018-04-05,186.56663513183594
2018-04-06,188.7092742919922
2018-04-09,189.35694885253906
2018-04-10,187.58438110351562
2018-04-11,187.4480438232422
2018-04-12,187.9058074951172
2018-04-13,186.44488525390625
2018-04-16,189.264404296875
2018-04-17,188.4609375
2018-04-18,187.6623077392578
2018-04-19,186.34262084960938
2018-04-20,183.13839721679688
2018-04-23,184.98397827148438
2018-04-24,186.7808837890625
2018-04-25,185.0326690673828
2018-04-26,184.2778778076172
2018-04-27,185.15931701660156
2018-04-30,185.79722595214844
2018-05-02,185.54400634765625
